,Unnamed: 0,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE,START_DATE,END_DATE,FIPS,DATE,tmax,tmin,tavg,prcp,aws,fmc
255,719,0.1,A,39.80665,-121.589289,6,20040913,20040913,6007.0,20040913,283,144,217,0,3.4266102,0
256,720,0.1,A,39.576369,-121.530661,6,19990914,19990914,6007.0,19990914,328,156,244,0,2.7740602,0
257,721,0.1,A,39.563981,-121.324731,6,20020624,20020624,6007.0,20020624,333,161,250,0,3.3040771,0
258,722,0.5,B,39.836269,-121.666631,6,20040317,20040317,6007.0,20040317,278,94,189,0,3.180017,0
259,723,0.1,A,39.867931,-121.61335,6,20071012,20071012,6007.0,20071012,389,222,306,0,1.5100957,0
260,724,0.7,A,39.895131,-121.664311,6,20040503,20040503,6007.0,20040503,344,167,256,0,2.9392042000000003,0
261,725,0.1,A,39.849939,-121.588689,6,19990716,19990716,6007.0,19990716,350,228,289,0,2.8765664,0
262,726,0.1,A,39.7624,-121.533219,6,20020509,20020509,6007.0,20020509,250,106,178,0,4.13725,0
263,727,0.1,A,39.792289,-121.570739,6,20040502,20040502,6007.0,20040502,339,139,239,0,2.706003,0
264,728,0.2,A,39.647561,-121.514839,6,19990718,19990718,6007.0,19990718,322,139,233,0,2.6554563,0
265,729,0.1,A,39.534481,-121.286039,6,19990719,19990719,6007.0,19990719,294,139,217,0,3.250414,0
266,730,0.1,A,39.749611,-121.55185,6,20020507,20020507,6007.0,20020507,233,100,167,0,4.589645,0
267,731,0.1,A,39.854039,-121.6068,6,20050928,20050928,6007.0,20050928,389,222,306,0,2.1225023,0
268,732,0.1,A,39.513464,-121.353975,6,20050418,20050418,6007.0,20050418,200,72,139,0,4.9429183,0
269,733,0.1,A,39.813747,-121.603767,6,20070816,20070816,6007.0,20070816,389,222,306,0,3.2003949,0
270,734,8.0,B,39.807111,-121.533581,6,19990823,19990826,6007.0,19990823,361,228,294,46,1.8738412,0
271,735,0.6,B,39.849939,-121.588689,6,20040424,20040424,6007.0,20040424,300,94,200,0,2.7333696,0
272,736,0.1,A,39.605419,-121.530739,6,19990815,19990815,6007.0,19990815,317,133,228,0,2.37861,0
273,737,1000.0,E,39.85105,-121.7042,6,19990823,19990905,6007.0,19990823,361,228,294,46,1.8738412,0
